product_name,description,category,subcategory,price_value,price_raw,currency,source,seller,location,url,ratings,reviews,source_file,renewable_type,product_type,document_text,summary,doc_id
Mitsushi Household Solar Panel Photovoltaic Energy Storage Panel 18V 35*23.5cm Solar Panel Outdoor Waterproof Sun Power,,solar,panel,1299.0,"₱1,299.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5385369246.html,,,lazada_products_solar_panel.csv,solar,panel,Mitsushi Household Solar Panel Photovoltaic Energy Storage Panel 18V 35*23.5cm Solar Panel Outdoor Waterproof Sun Power. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1299.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5385369246.html.,Mitsushi Household Solar Panel Photovoltaic Energy Storage Panel 18V 35*23.,prod_006502
"3W 5V Solar Panel Charger – IP65 Waterproof USB Power Supply for Security Cameras, Smart Devices & Outdoor Off-Grid Use",,solar,panel,229.0,₱229.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5266759246.html,,,lazada_products_solar_panel.csv,solar,panel,"3W 5V Solar Panel Charger – IP65 Waterproof USB Power Supply for Security Cameras, Smart Devices & Outdoor Off-Grid Use. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 229.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5266759246.html.","3W 5V Solar Panel Charger – IP65 Waterproof USB Power Supply for Security Cameras, Smart Devices & Outdoor Off-Grid Use.",prod_006503
"5V Flexible Solar Panel with Dual USB Ports, Polycrystalline Silicon Cells, Portable for Outdoor Camping, Hiking & Travel",,solar,panel,981.12,₱981.12,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5144333816.html,,,lazada_products_solar_panel.csv,solar,panel,"5V Flexible Solar Panel with Dual USB Ports, Polycrystalline Silicon Cells, Portable for Outdoor Camping, Hiking & Travel. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 981.12. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5144333816.html.","5V Flexible Solar Panel with Dual USB Ports, Polycrystalline Silicon Cells, Portable for Outdoor Camping, Hiking & Travel.",prod_006504
Solar Panel 6V 100MA 1W Mini Solar System DIY For Battery Cell Phone Chargers Portable Solar Cell,,solar,panel,127.79,₱127.79,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4610024044.html,,,lazada_products_solar_panel.csv,solar,panel,Solar Panel 6V 100MA 1W Mini Solar System DIY For Battery Cell Phone Chargers Portable Solar Cell. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 127.79. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4610024044.html.,Solar Panel 6V 100MA 1W Mini Solar System DIY For Battery Cell Phone Chargers Portable Solar Cell.,prod_006505
"0.65W 1.5V solar panel with wire solar drip glue board DIY solar panel suitable for various low-power electrical appliances, solar water pumps, solar street lights, and small solar systems DIY solar panel 60 * 80 * 3mm Solar powered courtyard lighting",,solar,panel,104.0,₱104.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4388897903.html,,,lazada_products_solar_panel.csv,solar,panel,"0.65W 1.5V solar panel with wire solar drip glue board DIY solar panel suitable for various low-power electrical appliances, solar water pumps, solar street lights, and small solar systems DIY solar panel 60 * 80 * 3mm Solar powered courtyard lighting. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 104.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4388897903.html.",0.,prod_006506
【Planet age】High Power Solar Cells Charger Solar Panel Power Interface Solar Panels for Light System,,solar,panel,684.8,₱684.80,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15446657730.html,,,lazada_products_solar_panel.csv,solar,panel,【Planet age】High Power Solar Cells Charger Solar Panel Power Interface Solar Panels for Light System. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 684.8. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15446657730.html.,【Planet age】High Power Solar Cells Charger Solar Panel Power Interface Solar Panels for Light System.,prod_006507
500W Solar Panel Portable 18V//12V Waterproof USB Port Solar Power Solar Battery Charger Outdoor Camping Phone Power Bank,,solar,panel,1207.97,"₱1,207.97",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5034292893.html,,,lazada_products_solar_panel.csv,solar,panel,500W Solar Panel Portable 18V//12V Waterproof USB Port Solar Power Solar Battery Charger Outdoor Camping Phone Power Bank. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1207.97. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5034292893.html.,500W Solar Panel Portable 18V//12V Waterproof USB Port Solar Power Solar Battery Charger Outdoor Camping Phone Power Bank.,prod_006508
Solar Cell 1000W Photovoltaic Panels USB Charger System Battery Portable Flexible Foldable Energy Power Sunpower Camping Set,,solar,panel,2962.33,"₱2,962.33",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15441179007.html,,,lazada_products_solar_panel.csv,solar,panel,Solar Cell 1000W Photovoltaic Panels USB Charger System Battery Portable Flexible Foldable Energy Power Sunpower Camping Set. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 2962.33. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15441179007.html.,Solar Cell 1000W Photovoltaic Panels USB Charger System Battery Portable Flexible Foldable Energy Power Sunpower Camping Set.,prod_006509
150W 300W Solar Panel set home full set inverter solar powered generator with panels 220v complete set panel board solar panels for appliances watertight,,solar,panel,590.0,₱590.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4479129071.html,,,lazada_products_solar_panel.csv,solar,panel,150W 300W Solar Panel set home full set inverter solar powered generator with panels 220v complete set panel board solar panels for appliances watertight. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 590.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4479129071.html.,150W 300W Solar Panel set home full set inverter solar powered generator with panels 220v complete set panel board solar panels for appliances watertight.,prod_006510
Downgr ed Photovoltaic Panels,,solar,panel,6525.0,"₱6,525.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i2348305335.html,,,lazada_products_solar_panel.csv,solar,panel,Downgr ed Photovoltaic Panels. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 6525.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i2348305335.html.,Downgr ed Photovoltaic Panels.,prod_006511
BOSCA 160W Solar Panel Solar built-in Alligator Clip Wire COD 5year Warranty,,solar,panel,3459.0,"₱3,459.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i2584541084.html,,,lazada_products_solar_panel.csv,solar,panel,BOSCA 160W Solar Panel Solar built-in Alligator Clip Wire COD 5year Warranty. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 3459.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i2584541084.html.,BOSCA 160W Solar Panel Solar built-in Alligator Clip Wire COD 5year Warranty.,prod_006512
DOKIO 220V Solar Panel Station System 18V Solar Panel Set With Battery and Charge Controller 4000W Solar Inverter DC12v to AC 220v Kit Complete Power Generation Kit,,solar,panel,3585.0,"₱3,585.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i3242960169.html,,,lazada_products_solar_panel.csv,solar,panel,DOKIO 220V Solar Panel Station System 18V Solar Panel Set With Battery and Charge Controller 4000W Solar Inverter DC12v to AC 220v Kit Complete Power Generation Kit. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 3585.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i3242960169.html.,DOKIO 220V Solar Panel Station System 18V Solar Panel Set With Battery and Charge Controller 4000W Solar Inverter DC12v to AC 220v Kit Complete Power Generation Kit.,prod_006513
Mono Solar Panel 100W+ Ganerate 1kWh a Day Green Power Investment,,solar,panel,2199.0,"₱2,199.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i3712788893.html,,,lazada_products_solar_panel.csv,solar,panel,Mono Solar Panel 100W+ Ganerate 1kWh a Day Green Power Investment. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 2199.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i3712788893.html.,Mono Solar Panel 100W+ Ganerate 1kWh a Day Green Power Investment.,prod_006514
100 Watt Portable Solar Panel High Stability 100W Solar Panel for RV,,solar,panel,2186.0,"₱2,186.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5049784758.html,,,lazada_products_solar_panel.csv,solar,panel,100 Watt Portable Solar Panel High Stability 100W Solar Panel for RV. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 2186.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5049784758.html.,100 Watt Portable Solar Panel High Stability 100W Solar Panel for RV.,prod_006515
Dokio 200W 18V Flexible Foldble Solar Panel With 12V USB Charge Controller Portable Solar Cell Kit For Boats/Out-door Camping,,solar,panel,10000.0,"₱10,000.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4978248937.html,,,lazada_products_solar_panel.csv,solar,panel,Dokio 200W 18V Flexible Foldble Solar Panel With 12V USB Charge Controller Portable Solar Cell Kit For Boats/Out-door Camping. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 10000.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4978248937.html.,Dokio 200W 18V Flexible Foldble Solar Panel With 12V USB Charge Controller Portable Solar Cell Kit For Boats/Out-door Camping.,prod_006516
XIYUYANGGUANG | Solar Power Generation Photovoltaic Panel For Monocrystalline Solar Lamps,,solar,panel,1169.56,"₱1,169.56",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15439031388.html,,,lazada_products_solar_panel.csv,solar,panel,XIYUYANGGUANG | Solar Power Generation Photovoltaic Panel For Monocrystalline Solar Lamps. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1169.56. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15439031388.html.,XIYUYANGGUANG | Solar Power Generation Photovoltaic Panel For Monocrystalline Solar Lamps.,prod_006517
Flowatt 50W Flexible Solar Panel New Monocrystalline Silicon Solar Panels Mono 50Watt 18Volt PV Solar Module Solar Cell Panel,,solar,panel,1299.0,"₱1,299.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4515392153.html,,,lazada_products_solar_panel.csv,solar,panel,Flowatt 50W Flexible Solar Panel New Monocrystalline Silicon Solar Panels Mono 50Watt 18Volt PV Solar Module Solar Cell Panel. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1299.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4515392153.html.,Flowatt 50W Flexible Solar Panel New Monocrystalline Silicon Solar Panels Mono 50Watt 18Volt PV Solar Module Solar Cell Panel.,prod_006518
High Efficiency 9V 3W Solar Board Waterproof 93% Light Transmittance Poly Silicon Solar Cell Solar Panel Battery High Conversion,,solar,panel,490.31,₱490.31,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15445495702.html,,,lazada_products_solar_panel.csv,solar,panel,High Efficiency 9V 3W Solar Board Waterproof 93% Light Transmittance Poly Silicon Solar Cell Solar Panel Battery High Conversion. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 490.31. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15445495702.html.,High Efficiency 9V 3W Solar Board Waterproof 93% Light Transmittance Poly Silicon Solar Cell Solar Panel Battery High Conversion.,prod_006519
Flowatt 20W/40W/60W Flexible Solar Panel New Monocrystalline Silicon Solar Panels Mono 20Watt 40Watt 60Watt 18Volt PV Solar Module Solar Cell Panel,,solar,panel,699.0,₱699.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5161141319.html,,,lazada_products_solar_panel.csv,solar,panel,Flowatt 20W/40W/60W Flexible Solar Panel New Monocrystalline Silicon Solar Panels Mono 20Watt 40Watt 60Watt 18Volt PV Solar Module Solar Cell Panel. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 699.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5161141319.html.,Flowatt 20W/40W/60W Flexible Solar Panel New Monocrystalline Silicon Solar Panels Mono 20Watt 40Watt 60Watt 18Volt PV Solar Module Solar Cell Panel.,prod_006520
Waterproof Solar Panel 5W 12V Outdoor DIY Solar Cells Charger 136X110MM for 9-12V Battery Tool,,solar,panel,292.0,₱292.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15447186137.html,,,lazada_products_solar_panel.csv,solar,panel,Waterproof Solar Panel 5W 12V Outdoor DIY Solar Cells Charger 136X110MM for 9-12V Battery Tool. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 292.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15447186137.html.,Waterproof Solar Panel 5W 12V Outdoor DIY Solar Cells Charger 136X110MM for 9-12V Battery Tool.,prod_006521
gumahus | Off-Grid Solar Panel Kit,,solar,panel,1080.0,"₱1,080.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15423455210.html,,,lazada_products_solar_panel.csv,solar,panel,gumahus | Off-Grid Solar Panel Kit. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1080.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15423455210.html.,gumahus | Off-Grid Solar Panel Kit.,prod_006522
PAZNUL 3 Pcs Polysilicon Solar Panel Mini 0.45W 2V DIY Solar Panel Durable Solar Power Cells DIY Battery Projects,,solar,panel,192.0,₱192.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15460286460.html,,,lazada_products_solar_panel.csv,solar,panel,PAZNUL 3 Pcs Polysilicon Solar Panel Mini 0.45W 2V DIY Solar Panel Durable Solar Power Cells DIY Battery Projects. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 192.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15460286460.html.,PAZNUL 3 Pcs Polysilicon Solar Panel Mini 0.,prod_006523
TENGYAGAO | Photovoltaic Mono/Multi-crystalline Solar Panel 100W,,solar,panel,1993.39,"₱1,993.39",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15421945062.html,,,lazada_products_solar_panel.csv,solar,panel,TENGYAGAO | Photovoltaic Mono/Multi-crystalline Solar Panel 100W. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1993.39. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15421945062.html.,TENGYAGAO | Photovoltaic Mono/Multi-crystalline Solar Panel 100W.,prod_006524
DOKIO 20W Protable Foldable Solar Panel With 5V Solar Charger Module For Hiking/Powerbank/Cell Phone,,solar,panel,1485.4,"₱1,485.40",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5030328353.html,,,lazada_products_solar_panel.csv,solar,panel,DOKIO 20W Protable Foldable Solar Panel With 5V Solar Charger Module For Hiking/Powerbank/Cell Phone. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1485.4. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5030328353.html.,DOKIO 20W Protable Foldable Solar Panel With 5V Solar Charger Module For Hiking/Powerbank/Cell Phone.,prod_006525
BOSCA 160W Solar Panel Mono 160 Watt 12 Volt Pv Solar Module Solar Cell Panel / (Original) With 5 Years Warranty),,solar,panel,9798.0,"₱9,798.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4090303668.html,,,lazada_products_solar_panel.csv,solar,panel,BOSCA 160W Solar Panel Mono 160 Watt 12 Volt Pv Solar Module Solar Cell Panel / (Original) With 5 Years Warranty). Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 9798.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4090303668.html.,BOSCA 160W Solar Panel Mono 160 Watt 12 Volt Pv Solar Module Solar Cell Panel / (Original) With 5 Years Warranty).,prod_006526
NSS Solar Panel Mono 20W 30W 50W 80W 100W 150W 200W 18Volt Pv Solar Module Solar Cell Pane German Cell Aluminum with MC4 Connector High Efficiency IP65 Waterproof,,solar,panel,4315.85,"₱4,315.85",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i3438279827.html,,,lazada_products_solar_panel.csv,solar,panel,NSS Solar Panel Mono 20W 30W 50W 80W 100W 150W 200W 18Volt Pv Solar Module Solar Cell Pane German Cell Aluminum with MC4 Connector High Efficiency IP65 Waterproof. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 4315.85. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i3438279827.html.,NSS Solar Panel Mono 20W 30W 50W 80W 100W 150W 200W 18Volt Pv Solar Module Solar Cell Pane German Cell Aluminum with MC4 Connector High Efficiency IP65 Waterproof.,prod_006527
"10W Portable Lightweight Polycrystalline Waterproof Outdoor Solar Panel with Dual USB Port, Car Charger & Crocodile Clip",,solar,panel,599.0,₱599.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i2952926917.html,,,lazada_products_solar_panel.csv,solar,panel,"10W Portable Lightweight Polycrystalline Waterproof Outdoor Solar Panel with Dual USB Port, Car Charger & Crocodile Clip. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 599.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i2952926917.html.","10W Portable Lightweight Polycrystalline Waterproof Outdoor Solar Panel with Dual USB Port, Car Charger & Crocodile Clip.",prod_006528
BPSCA Solar Panel 12V 20W 30W 50W 60W 100W 120W 160W 180W 200W 240W 300W 330W 360W 360W 450W Monocrystalline 182 Cells 10 Busbar COD,,solar,panel,3184.0,"₱3,184.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15398935715.html,,,lazada_products_solar_panel.csv,solar,panel,BPSCA Solar Panel 12V 20W 30W 50W 60W 100W 120W 160W 180W 200W 240W 300W 330W 360W 360W 450W Monocrystalline 182 Cells 10 Busbar COD. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 3184.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15398935715.html.,BPSCA Solar Panel 12V 20W 30W 50W 60W 100W 120W 160W 180W 200W 240W 300W 330W 360W 360W 450W Monocrystalline 182 Cells 10 Busbar COD.,prod_006529
XIANXINGREN | Off-Grid Solar PV Panel,,solar,panel,1122.72,"₱1,122.72",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15434293919.html,,,lazada_products_solar_panel.csv,solar,panel,XIANXINGREN | Off-Grid Solar PV Panel. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1122.72. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15434293919.html.,XIANXINGREN | Off-Grid Solar PV Panel.,prod_006530
NSS 6V 20W Portable Solar Panel with 3.0USB Outputs Kit Foldable Solar Panel Outdoor IP67 Waterproof protection level,,solar,panel,1800.0,"₱1,800.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4698664431.html,,,lazada_products_solar_panel.csv,solar,panel,NSS 6V 20W Portable Solar Panel with 3.0USB Outputs Kit Foldable Solar Panel Outdoor IP67 Waterproof protection level. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1800.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4698664431.html.,NSS 6V 20W Portable Solar Panel with 3.,prod_006531
200W 24V SUNRI Monocrystalline Solar Panel (10pcs),,solar,panel,34990.0,"₱34,990.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4292908405.html,,,lazada_products_solar_panel.csv,solar,panel,200W 24V SUNRI Monocrystalline Solar Panel (10pcs). Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 34990.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4292908405.html.,200W 24V SUNRI Monocrystalline Solar Panel (10pcs).,prod_006532
ZHOUYANG | Monocrystalline Solar Panel Photovoltaic Charging Panel,,solar,panel,1462.0,"₱1,462.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15418142924.html,,,lazada_products_solar_panel.csv,solar,panel,ZHOUYANG | Monocrystalline Solar Panel Photovoltaic Charging Panel. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1462.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15418142924.html.,ZHOUYANG | Monocrystalline Solar Panel Photovoltaic Charging Panel.,prod_006533
500W Solar Panel Flexible 12V Battery Charger Dual USB With 10-100A Controller Solar Cells Power Bank for Phone Car Yacht RV,,solar,panel,1050.83,"₱1,050.83",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4873048749.html,,,lazada_products_solar_panel.csv,solar,panel,500W Solar Panel Flexible 12V Battery Charger Dual USB With 10-100A Controller Solar Cells Power Bank for Phone Car Yacht RV. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1050.83. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4873048749.html.,500W Solar Panel Flexible 12V Battery Charger Dual USB With 10-100A Controller Solar Cells Power Bank for Phone Car Yacht RV.,prod_006534
ciiemen | Outdoor Travel Home Portable 5V Multicrystalline Fast Charging Solar Panel,,solar,panel,328.75,₱328.75,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15443727932.html,,,lazada_products_solar_panel.csv,solar,panel,ciiemen | Outdoor Travel Home Portable 5V Multicrystalline Fast Charging Solar Panel. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 328.75. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15443727932.html.,ciiemen | Outdoor Travel Home Portable 5V Multicrystalline Fast Charging Solar Panel.,prod_006535
60W Solar Panel Portable 5V Dual USB Fast Charger Panel Kit Outdoor Emergency Charging Battery,,solar,panel,853.8,₱853.80,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5186123089.html,,,lazada_products_solar_panel.csv,solar,panel,60W Solar Panel Portable 5V Dual USB Fast Charger Panel Kit Outdoor Emergency Charging Battery. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 853.8. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5186123089.html.,60W Solar Panel Portable 5V Dual USB Fast Charger Panel Kit Outdoor Emergency Charging Battery.,prod_006536
50W 12V Type-C Waterproof Camping Gear Outdoor Solar Panel Fast Charger Polysilicon Solar Cell System Mini Outdoor Solar Panel,,solar,panel,864.11,₱864.11,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5406022054.html,,,lazada_products_solar_panel.csv,solar,panel,50W 12V Type-C Waterproof Camping Gear Outdoor Solar Panel Fast Charger Polysilicon Solar Cell System Mini Outdoor Solar Panel. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 864.11. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5406022054.html.,50W 12V Type-C Waterproof Camping Gear Outdoor Solar Panel Fast Charger Polysilicon Solar Cell System Mini Outdoor Solar Panel.,prod_006537
NATSEN | Solar Panel For 12V Battery Charging,,solar,panel,1160.0,"₱1,160.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15419870874.html,,,lazada_products_solar_panel.csv,solar,panel,NATSEN | Solar Panel For 12V Battery Charging. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1160.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15419870874.html.,NATSEN | Solar Panel For 12V Battery Charging.,prod_006538
Solar Panel Charger Polycrystalline Silicon Solar Panel 2W/3W/5W/8W Can Charge Mobile Phone,,solar,panel,439.0,₱439.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5311290811.html,,,lazada_products_solar_panel.csv,solar,panel,Solar Panel Charger Polycrystalline Silicon Solar Panel 2W/3W/5W/8W Can Charge Mobile Phone. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 439.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5311290811.html.,Solar Panel Charger Polycrystalline Silicon Solar Panel 2W/3W/5W/8W Can Charge Mobile Phone.,prod_006539
KENLEI BOSCA 5 Year Warranty 25W Solar Panel Mono 25 Watt 12 Volt Pv Solar Module Solar Cell Panel,,solar,panel,1025.0,"₱1,025.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i2951782520.html,,,lazada_products_solar_panel.csv,solar,panel,KENLEI BOSCA 5 Year Warranty 25W Solar Panel Mono 25 Watt 12 Volt Pv Solar Module Solar Cell Panel. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1025.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i2951782520.html.,KENLEI BOSCA 5 Year Warranty 25W Solar Panel Mono 25 Watt 12 Volt Pv Solar Module Solar Cell Panel.,prod_006540
【E-WOITD】 Mini Solar Panel 1W 5V USB Monocrystalline Solar Panel Power Module Charger Outdoor Polycrystalline DIY,,solar,panel,219.5,₱219.50,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15418314060.html,,,lazada_products_solar_panel.csv,solar,panel,【E-WOITD】 Mini Solar Panel 1W 5V USB Monocrystalline Solar Panel Power Module Charger Outdoor Polycrystalline DIY. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 219.5. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15418314060.html.,【E-WOITD】 Mini Solar Panel 1W 5V USB Monocrystalline Solar Panel Power Module Charger Outdoor Polycrystalline DIY.,prod_006541
Portable Solar Panel For Outdoor Charging,,solar,panel,1077.0,"₱1,077.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4584485295.html,,,lazada_products_solar_panel.csv,solar,panel,Portable Solar Panel For Outdoor Charging. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1077.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4584485295.html.,Portable Solar Panel For Outdoor Charging.,prod_006542
"3W Solar Panel Charger IP65 Waterproof Monocrystalline - for Security Camera, Phone Charging Outdoor Camping RV Marine",,solar,panel,233.0,₱233.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5240063268.html,,,lazada_products_solar_panel.csv,solar,panel,"3W Solar Panel Charger IP65 Waterproof Monocrystalline - for Security Camera, Phone Charging Outdoor Camping RV Marine. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 233.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5240063268.html.","3W Solar Panel Charger IP65 Waterproof Monocrystalline - for Security Camera, Phone Charging Outdoor Camping RV Marine.",prod_006543
15W 6V Solar Panel Multifunctional Solar Charger USB Cable Solar Panel Mobile Phone Charger5in1,,solar,panel,155.0,₱155.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4786936307.html,,,lazada_products_solar_panel.csv,solar,panel,15W 6V Solar Panel Multifunctional Solar Charger USB Cable Solar Panel Mobile Phone Charger5in1. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 155.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4786936307.html.,15W 6V Solar Panel Multifunctional Solar Charger USB Cable Solar Panel Mobile Phone Charger5in1.,prod_006544
